county_fips,capex_share_base,capex_share_post,capex_share_chg,ds_burden_base,ds_burden_post,ds_burden_chg,newdebt_share_base,newdebt_share_post,newdebt_share_chg,capex_level_cagr
04011,0.08685223574652783,0.01766639989616803,-0.0691858358503598,0.042000181869552435,0.014811239819405766,-0.02718894205014667,0.001221229293460271,0.010495313156718164,0.009274083863257893,-0.21072007206660326
04012,0.04204751166137371,0.11050470893092068,0.06845719726954697,0.1315182186414039,0.045951416310559386,-0.08556680233084452,0.2514769300019706,0.022388950660050762,-0.22908797934191982,0.20643504145677638
04013,0.1126963261464674,0.10764131687059594,-0.00505500927587145,0.05262449072538905,0.05190874795155089,-0.0007157427738381586,0.02071743190848229,0.1234821105229503,0.102764678614468,0.05936309304273113
04015,0.005500664057292467,0.025682214605438642,0.020181550548146174,0.05788935513430512,0.002967387921388716,-0.0549219672129164,,0.003272576907134995,,0.3454700876964203
04017,0.028367827151782998,0.06576661163817228,0.03739878448638928,0.025303399775916988,0.022305546221977706,-0.0029978535539392816,,,,0.18700243029016872
04019,0.08090446466718242,0.08977941482516023,0.008874950157977818,0.028918437051625105,0.05326720258336939,0.024348765531744282,0.0002712177290124149,0.0005643268218293731,0.00029310909281695817,-0.02072049496341033
04021,0.07261733449334232,0.26069361938428526,0.18807628489094294,0.06182109428936256,0.09189847452734246,0.030077380237979894,,0.003919126143002015,,
04023,,,,,0.09898534315522459,,,0.09725044560603459,,
04025,0.006821152830562967,0.1342517803557138,0.12743062752515083,0.01320008885429509,0.026827334714528764,0.013627245860233674,0.08765141940162362,,,
04027,0.052780177506376334,0.13530425658989786,0.08252407908352152,0.03319053362489546,0.05570899739808951,0.022518463773194046,0.013805432117344925,0.1315926765776982,0.11778724446035327,0.24501629370269717
05005,,0.036818029606263784,,,0.0,,,,,
05031,,,,,,,,,,
05063,0.4816666666666667,,,0.0,,,,,,
05085,,,,0.0,,,,,,
05119,,,,,0.0,,,,,
06003,0.06461699689841073,0.09934970432753898,0.03473270742912825,0.00393119492633665,0.0072240841415154855,0.003292889215178836,,0.011739865150493495,,0.13703348669172577
06005,0.03210904896813218,0.07998818636748524,0.04787913739935306,0.009912512663320359,0.020366276212202283,0.010453763548881924,0.009590874917995892,0.06641035129393041,0.05681947637593452,0.21785904704479742
06007,,0.02616201605075039,,0.010677751658035169,0.01881836561939719,0.008140613961362021,,0.022027246300877403,,
06009,0.04044144867663619,0.015881044781296334,-0.024560403895339856,0.03249262293618702,0.02916127133696718,-0.0033313515992198436,0.00023369389392227278,0.003434263358502182,0.003200569464579909,-0.08169625711906792
06011,0.09061026288077341,0.0614010324088046,-0.029209230471968807,0.016510569502124525,0.011945893524349868,-0.004564675977774657,,0.0010378757784743084,,0.004744307665204062
06013,,,,0.06597563575262815,0.024698384438744798,-0.04127725131388335,,0.00848455316579706,,
06015,0.016064424426084623,,,0.00982001363654704,,,,,,
06017,0.048581223789203785,0.050540561392358074,0.001959337603154289,3.1935159292935117e-05,0.018696586977956668,0.01866465181866373,,0.000579333580311925,,0.05199807223771247
06019,0.022071467841479443,0.02909761890253628,0.007026151061056838,0.02920243098654128,0.03422259943610557,0.005020168449564287,0.023777607349542276,0.01878065088731518,-0.004996956462227097,0.07438003258433779
06021,0.02530941941340577,0.036118196773662854,0.010808777360257083,0.005162646279721451,0.012923459676289564,0.0077608133965681135,0.007967294305331055,0.009826873877906256,0.0018595795725752009,0.1474190542567011
06023,,0.06473235436482093,,0.005923627941428609,0.011980664034456075,0.006057036093027466,,0.002829598249804047,,
06025,0.04202069378979575,0.030751336537373518,-0.01126935725242223,0.004917331226493511,0.028147303919437296,0.023229972692943784,0.0,0.00037253794479228004,0.00037253794479228004,-0.08633144725447339
06027,0.04164311143681641,0.09520233686499187,0.053559225428175455,0.00629555125672919,0.013661003138841363,0.0073654518821121735,,0.0033748208328946224,,0.21791192082762834
06029,,0.07096793929324582,,0.0,0.010974031655683425,0.010974031655683425,,0.01647009114043121,,
06031,0.0780324050641364,0.059581902424144045,-0.01845050263999236,0.016759445132407774,0.018643598178561906,0.0018841530461541321,0.021344398724979535,0.022176104341281932,0.0008317056163023966,0.024204041953489908
06033,0.06040864783927962,0.010708774831175098,-0.04969987300810452,0.017835597931003935,0.009070573709758147,-0.008765024221245789,,,,-0.19720262084587747
06035,0.09808202998934094,0.04552758061908585,-0.052554449370255094,0.004654116232725246,0.008264577324811801,0.003610461092086555,,,,-0.081774497894192
06037,0.0033440410995577647,0.017496186026567415,0.014152144927009652,0.027837812014203593,0.008202391911534258,-0.019635420102669335,0.0027342447301237937,,,
06039,0.045929034187005724,0.06937818899591536,0.023449154808909634,0.014000320282640817,0.024923088150829074,0.010922767868188257,,,,0.13754416531310243
06041,0.04866271320196741,0.03586636931875,-0.01279634388321741,0.03262011251871307,0.03131902090302679,-0.001301091615686284,,0.0007783733382373867,,-0.0037628863661857137
06043,0.06605557963356501,0.16619066298366042,0.10013508335009541,0.016147350461507913,0.022131515707100965,0.0059841652455930525,,,,0.13650565905509837
06045,0.015385579397027142,0.02420183800752983,0.008816258610502689,0.04607245201252259,0.031034764755491332,-0.015037687257031255,,0.0010445093585065147,,0.14606089888317375
06047,0.0337172815501376,0.03265174622931218,-0.0010655353208254142,0.02630742619640943,0.010963729201157874,-0.015343696995251555,0.042335332600309264,0.044044154146726334,0.0017088215464170706,0.05563144329736547
06049,,0.10375509265543484,,0.0,0.0077189418302460915,0.0077189418302460915,,0.005545237765181588,,
06051,0.0069657594720502055,0.01775757644130477,0.010791816969254565,0.015158648926714233,0.02074840088660453,0.005589751959890296,4.1052771438673676e-05,0.04212324089476168,0.042082188123323004,0.22966857121571782
06053,0.03693763065278766,0.032314440087437245,-0.0046231905653504185,0.009948106039028248,0.01592331295607194,0.005975206917043691,,0.02195322055914088,,0.03859542307617825
06055,0.05503521438238378,0.07069528354470651,0.01566006916232273,0.02872079808843311,0.011179352657330928,-0.017541445431102184,,,,0.08729054718312113
