county_fips,prop_tax_2017_M,mw_year,mw_latest,n_dc_latest,mw_peak,dc_tax_M_low,dc_share_low,dc_tax_M_mid,dc_share_mid,dc_tax_M_high,dc_share_high,state,name,pt_structure_state,dc_tax_M_low_adjusted,dc_share_low_adjusted,dc_tax_M_mid_adjusted,dc_share_mid_adjusted,dc_tax_M_high_adjusted,dc_share_high_adjusted
20091,887.879,2025.0,15.9005,6,15.9005,0.477015,0.0537252260724715,0.795025,0.0895420434541193,1.59005,0.1790840869082386,KS,Johnson County,standard,0.477015,0.05372522607247159,0.795025,0.08954204345411931,1.59005,0.17908408690823863
42091,1966.686,2025.0,34.562,9,34.562,1.03686,0.0527211766392804,1.7280999999999995,0.0878686277321341,3.4561999999999995,0.1757372554642683,PA,Montgomery County,standard,1.03686,0.05272117663928049,1.7280999999999995,0.08786862773213414,3.4561999999999995,0.1757372554642683
26125,1887.831,2025.0,32.988,22,33.987,0.98964,0.0524220653225844,1.6494,0.0873701088709741,3.2988,0.1747402177419483,MI,Oakland County,standard,0.98964,0.05242206532258449,1.6494,0.08737010887097416,3.2988,0.1747402177419483
38017,215.227,2025.0,3.75,1,3.75,0.1125,0.052270393584448,0.1875,0.0871173226407467,0.375,0.1742346452814935,ND,Cass County,standard,0.1125,0.052270393584448044,0.1875,0.08711732264074674,0.375,0.1742346452814935
22033,443.427,2025.0,7.45,5,7.45,0.2235,0.0504028848040376,0.3725,0.0840048080067294,0.745,0.1680096160134588,LA,East Baton Rouge Parish,standard,0.2235,0.050402884804037644,0.3725,0.0840048080067294,0.745,0.1680096160134588
34013,2346.897,2025.0,37.5384433,9,37.8314433,1.1261532989999998,0.0479847773038186,1.876922165,0.0799746288396976,3.75384433,0.1599492576793953,NJ,Essex County,standard,1.1261532989999998,0.04798477730381861,1.876922165,0.07997462883969769,3.75384433,0.15994925767939538
01081,95.547,2025.0,1.5,1,1.5,0.045,0.04709724010173,0.075,0.07849540016955,0.15,0.1569908003391001,AL,Lee County,standard,0.045,0.04709724010173004,0.075,0.07849540016955006,0.15,0.15699080033910012
50007,115.515,2025.0,1.79,2,1.79,0.0537,0.0464874691598493,0.0895,0.0774791152664156,0.179,0.1549582305328312,VT,Chittenden County,standard,0.0537,0.04648746915984937,0.0895,0.07747911526641561,0.179,0.15495823053283123
04019,1092.999,2025.0,16.9279987,9,16.9279987,0.5078399610000001,0.0464629849615598,0.846399935,0.0774383082692664,1.69279987,0.1548766165385329,AZ,Pima County,standard,0.5078399610000001,0.04646298496155989,0.846399935,0.07743830826926648,1.69279987,0.15487661653853296
06059,5213.675,2025.0,80.6416515,22,80.6416515,2.419249545,0.0464020013713935,4.032082575,0.0773366689523224,8.06416515,0.1546733379046449,CA,Orange County,standard,2.419249545,0.0464020013713935,4.032082575,0.07733666895232248,8.06416515,0.15467333790464496
08001,665.084,2025.0,10.153,3,10.153,0.30459,0.0457972226064677,0.50765,0.0763287043441129,1.0153,0.1526574086882259,CO,Adams County,standard,0.30459,0.04579722260646776,0.50765,0.07632870434411294,1.0153,0.1526574086882259
47037,977.638,2025.0,14.2628182,10,14.2628182,0.427884546,0.0437671761940513,0.71314091,0.0729452936567523,1.42628182,0.1458905873135046,TN,Davidson County,standard,0.427884546,0.04376717619405137,0.71314091,0.0729452936567523,1.42628182,0.1458905873135046
10003,617.299,2025.0,8.5,2,8.5,0.255,0.0413089928867534,0.425,0.0688483214779223,0.85,0.1376966429558447,DE,New Castle County,standard,0.255,0.04130899288675342,0.425,0.06884832147792237,0.85,0.13769664295584474
20209,151.931,2025.0,2.025,1,2.025,0.06075,0.0399852564651058,0.10125,0.0666420941085097,0.2025,0.1332841882170195,KS,Wyandotte County,standard,0.06075,0.03998525646510587,0.10125,0.06664209410850978,0.2025,0.13328418821701957
01053,15.183,2025.0,0.2,1,0.2,0.006,0.0395178818415332,0.01,0.0658631364025554,0.02,0.1317262728051109,AL,Escambia County,standard,0.006,0.03951788184153329,0.01,0.06586313640255549,0.02,0.13172627280511098
18005,77.254,2025.0,1.0,1,1.0,0.03,0.0388329406891552,0.05,0.0647215678152587,0.1,0.1294431356305175,IN,Bartholomew County,standard,0.03,0.03883294068915525,0.05,0.06472156781525876,0.1,0.12944313563051751
49053,157.14,2025.0,2.0,1,2.0,0.06,0.0381825124093165,0.1,0.0636375206821942,0.2,0.1272750413643884,UT,Washington County,standard,0.06,0.038182512409316534,0.1,0.06363752068219422,0.2,0.12727504136438844
53061,876.477,2025.0,10.6619,6,10.6619,0.319857,0.0364934847120917,0.533095,0.0608224745201528,1.06619,0.1216449490403056,WA,Snohomish County,standard,0.319857,0.036493484712091705,0.533095,0.06082247452015284,1.06619,0.12164494904030568
08041,518.7330000000001,2025.0,6.210999999999999,5,6.210999999999999,0.1863299999999999,0.0359202132889174,0.3105499999999999,0.0598670221481956,0.6210999999999999,0.1197340442963913,CO,El Paso County,standard,0.1863299999999999,0.0359202132889174,0.3105499999999999,0.05986702214819567,0.6210999999999999,0.11973404429639135
20177,213.442,2025.0,2.453,1,2.453,0.07359,0.034477750395892,0.1226499999999999,0.0574629173264868,0.2452999999999999,0.1149258346529736,KS,Shawnee County,standard,0.07359,0.03447775039589209,0.1226499999999999,0.05746291732648677,0.2452999999999999,0.1149258346529736
53063,467.575,2025.0,5.35604,5,5.35604,0.1606812,0.0343647970913757,0.267802,0.0572746618189595,0.535604,0.114549323637919,WA,Spokane County,standard,0.1606812,0.034364797091375715,0.267802,0.05727466181895952,0.535604,0.11454932363791905
18003,355.731,2025.0,4.07,3,4.07,0.1221,0.0343236884050026,0.2035,0.057206147341671,0.407,0.1144122946833421,IN,Allen County,standard,0.1221,0.03432368840500266,0.2035,0.057206147341671086,0.407,0.11441229468334217
25021,2021.699,2025.0,22.111,2,22.111,0.66333,0.0328105222389683,1.10555,0.0546842037316138,2.2111,0.1093684074632277,MA,Norfolk County,standard,0.66333,0.03281052223896831,1.10555,0.05468420373161386,2.2111,0.10936840746322772
55025,1170.806,2025.0,12.603000000000002,10,12.603000000000002,0.37809,0.0322931382312697,0.6301500000000001,0.0538218970521162,1.2603000000000002,0.1076437941042324,WI,Dane County,standard,0.37809,0.03229313823126974,0.6301500000000001,0.05382189705211624,1.2603000000000002,0.10764379410423248
27037,579.475,2025.0,6.174,1,19.074,0.18522,0.0319634151602743,0.3087,0.0532723586004573,0.6174,0.1065447172009146,MN,Dakota County,standard,0.18522,0.03196341516027438,0.3087,0.0532723586004573,0.6174,0.1065447172009146
18057,428.79,2025.0,4.55,3,4.55,0.1365,0.0318337647799622,0.2275,0.0530562746332703,0.455,0.1061125492665407,IN,Hamilton County,standard,0.1365,0.03183376477996222,0.2275,0.05305627463327036,0.455,0.10611254926654072
48375,241.698,2025.0,2.4909,2,2.4909,0.074727,0.0309175086264677,0.124545,0.0515291810441128,0.24909,0.1030583620882257,TX,Potter County,TX-Chapter-312-abatement,0.01868175,0.0077293771566169355,0.03113625,0.012882295261028224,0.0622725,0.025764590522056447
48309,373.396,2025.0,3.65,2,3.65,0.1095,0.0293254346591822,0.1825,0.0488757244319703,0.365,0.0977514488639406,TX,McLennan County,TX-Chapter-312-abatement,0.027375,0.0073313586647955516,0.045625,0.012218931107992586,0.09125,0.024437862215985172
37025,235.824,2025.0,2.2824,1,2.2824,0.068472,0.0290352127009973,0.11412,0.0483920211683289,0.22824,0.0967840423366578,NC,Cabarrus County,standard,0.068472,0.029035212700997355,0.11412,0.048392021168328914,0.22824,0.09678404233665783
48347,83.998,2025.0,0.8,1,0.8,0.024,0.0285721088597347,0.04,0.0476201814328912,0.08,0.0952403628657825,TX,Nacogdoches County,TX-Chapter-312-abatement,0.006,0.007143027214933689,0.01,0.011905045358222814,0.02,0.023810090716445628
34021,1226.762,2025.0,11.2515,1,11.2515,0.337545,0.0275151170316654,0.562575,0.0458585283861091,1.12515,0.0917170567722182,NJ,Mercer County,standard,0.337545,0.027515117031665474,0.562575,0.04585852838610913,1.12515,0.09171705677221827
47065,439.27,2025.0,4.025,7,4.025,0.12075,0.0274887882168142,0.20125,0.0458146470280237,0.4025000000000001,0.0916292940560475,TN,Hamilton County,standard,0.12075,0.02748878821681426,0.20125,0.04581464702802377,0.4025000000000001,0.09162929405604756
27041,54.792,2025.0,0.5,1,0.5,0.015,0.0273762593079281,0.025,0.0456270988465469,0.05,0.0912541976930938,MN,Douglas County,standard,0.015,0.027376259307928166,0.025,0.04562709884654694,0.05,0.09125419769309388
35001,557.049,2025.0,5.05,6,5.05,0.1515,0.0271968893221242,0.2525,0.0453281488702071,0.505,0.0906562977404142,NM,Bernalillo County,standard,0.1515,0.027196889322124267,0.2525,0.04532814887020711,0.505,0.09065629774041423
42077,620.263,2025.0,5.431,1,5.431,0.16293,0.0262678895887712,0.27155,0.0437798159812853,0.5431,0.0875596319625707,PA,Lehigh County,standard,0.16293,0.02626788958877121,0.27155,0.04377981598128536,0.5431,0.08755963196257072
30111,191.869,2025.0,1.658,4,1.658,0.04974,0.0259239376866507,0.0829,0.0432065628110846,0.1658,0.0864131256221693,MT,Yellowstone County,standard,0.04974,0.02592393768665079,0.0829,0.04320656281108465,0.1658,0.0864131256221693
06077,786.441,2025.0,6.67212,1,6.67212,0.2001635999999999,0.0254518266468813,0.333606,0.0424197110781355,0.667212,0.084839422156271,CA,San Joaquin County,standard,0.2001635999999999,0.02545182664688132,0.333606,0.042419711078135545,0.667212,0.08483942215627109
36091,473.548,2025.0,4.0,1,4.0,0.12,0.0253406201694442,0.2,0.0422343669490738,0.4,0.0844687338981476,NY,Saratoga County,standard,0.12,0.02534062016944428,0.2,0.0422343669490738,0.4,0.0844687338981476
48339,1106.393,2025.0,9.27907,3,9.27907,0.2783721,0.0251603272978046,0.4639535000000001,0.0419338788296744,0.927907,0.0838677576593489,TX,Montgomery County,TX-Chapter-312-abatement,0.069593025,0.006290081824451167,0.11598837500000002,0.010483469707418614,0.23197675,0.020966939414837224
12095,1921.343,2025.0,15.916,9,15.916,0.47748,0.0248513669865297,0.7958,0.0414189449775495,1.5916,0.0828378899550991,FL,Orange County,standard,0.47748,0.024851366986529736,0.7958,0.041418944977549554,1.5916,0.08283788995509911
34003,4009.675,2025.0,32.6545728,5,34.6545728,0.979637184,0.0244318350988546,1.6327286399999998,0.0407197251647577,3.2654572799999997,0.0814394503295154,NJ,Bergen County,standard,0.979637184,0.024431835098854646,1.6327286399999998,0.040719725164757734,3.2654572799999997,0.08143945032951547
06073,5103.951,2025.0,41.36,29,41.36,1.2408,0.0243105782167579,2.068,0.0405176303612632,4.136,0.0810352607225265,CA,San Diego County,standard,1.2408,0.024310578216757955,2.068,0.04051763036126327,4.136,0.08103526072252654
47177,17.811,2025.0,0.144,1,0.144,0.00432,0.024254674077817,0.0071999999999999,0.0404244567963617,0.0143999999999999,0.0808489135927235,TN,Warren County,standard,0.00432,0.02425467407781708,0.0071999999999999,0.04042445679636124,0.0143999999999999,0.08084891359272305
37021,272.672,2025.0,2.2,1,2.2,0.066,0.0242049055275202,0.11,0.0403415092125337,0.22,0.0806830184250674,NC,Buncombe County,standard,0.066,0.024204905527520245,0.11,0.04034150921253374,0.22,0.08068301842506748
24033,1118.265,2025.0,9.02016,2,9.02016,0.2706048,0.0241986291263698,0.4510080000000001,0.0403310485439497,0.9020160000000002,0.0806620970878995,MD,Prince George's County,standard,0.2706048,0.024198629126369865,0.4510080000000001,0.04033104854394978,0.9020160000000002,0.08066209708789956
12105,468.421,2025.0,3.5999999999999996,2,3.5999999999999996,0.1079999999999999,0.0230561823658631,0.1799999999999999,0.0384269706097719,0.3599999999999999,0.0768539412195439,FL,Polk County,standard,0.1079999999999999,0.023056182365863168,0.1799999999999999,0.03842697060977196,0.3599999999999999,0.07685394121954393
55079,1506.621,2025.0,11.534680000000002,11,11.534680000000002,0.3460404,0.0229679793391967,0.5767340000000001,0.0382799655653279,1.1534680000000002,0.0765599311306559,WI,Milwaukee County,standard,0.3460404,0.022967979339196788,0.5767340000000001,0.03827996556532798,1.1534680000000002,0.07655993113065596
39113,765.743,2025.0,5.73,4,5.73,0.1719,0.0224487850362327,0.2865,0.0374146417270546,0.573,0.0748292834541092,OH,Montgomery County,OH-categorical-no-TPP,0.03438,0.004489757007246556,0.0573,0.007482928345410926,0.1146,0.014965856690821852
24027,615.277,2025.0,4.56,1,4.56,0.1368,0.0222338881511904,0.2279999999999999,0.037056480251984,0.4559999999999999,0.0741129605039681,MD,Howard County,standard,0.1368,0.02223388815119044,0.2279999999999999,0.03705648025198405,0.4559999999999999,0.07411296050396811
40143,686.64,2025.0,5.045,9,11.045,0.15135,0.0220421181405103,0.25225,0.0367368635675171,0.5045,0.0734737271350343,OK,Tulsa County,standard,0.15135,0.022042118140510315,0.25225,0.03673686356751718,0.5045,0.07347372713503436
49057,214.434,2025.0,1.5,1,1.5,0.045,0.0209854780491899,0.075,0.0349757967486499,0.15,0.0699515934972998,UT,Weber County,standard,0.045,0.02098547804918996,0.075,0.03497579674864994,0.15,0.06995159349729987
01073,638.339,2025.0,4.3,3,4.3500000000000005,0.129,0.0202086978862328,0.215,0.0336811631437214,0.43,0.0673623262874428,AL,Jefferson County,standard,0.129,0.020208697886232863,0.215,0.03368116314372144,0.43,0.06736232628744288
09120,1034.441,2025.0,6.9,1,6.9,0.207,0.0200108077696069,0.345,0.0333513462826782,0.69,0.0667026925653565,,,standard,0.207,0.020010807769606963,0.345,0.033351346282678274,0.69,0.06670269256535655
47149,211.38,2025.0,1.4,2,1.4,0.042,0.0198694294635254,0.07,0.0331157157725423,0.14,0.0662314315450846,TN,Rutherford County,standard,0.042,0.019869429463525407,0.07,0.033115715772542346,0.14,0.06623143154508469
24031,2167.916,2025.0,14.2416,2,17.3916,0.427248,0.0197077746554755,0.71208,0.0328462910924593,1.42416,0.0656925821849186,MD,Montgomery County,standard,0.427248,0.01970777465547558,0.71208,0.0328462910924593,1.42416,0.0656925821849186
36027,853.795,2025.0,5.55,1,5.55,0.1665,0.0195011683132367,0.2775,0.0325019471887279,0.555,0.0650038943774559,NY,Dutchess County,standard,0.1665,0.019501168313236786,0.2775,0.03250194718872798,0.555,0.06500389437745596
13287,7.767,2025.0,0.05,1,0.05,0.0015,0.0193124758594051,0.0025,0.0321874597656752,0.005,0.0643749195313505,GA,Turner County,GA-IDA-leasehold,0.00030000000000000003,0.003862495171881035,0.0005,0.006437491953135059,0.001,0.012874983906270118
25027,1564.641,2025.0,9.888,6,12.333,0.29664,0.0189589816449907,0.4944,0.0315983027416512,0.9888,0.0631966054833025,MA,Worcester County,standard,0.29664,0.01895898164499077,0.4944,0.03159830274165128,0.9888,0.06319660548330255
41051,1635.697,2025.0,10.0607048,7,11.1497048,0.301821144,0.0184521426645644,0.50303524,0.0307535711076073,1.00607048,0.0615071422152146,OR,Multnomah County,standard,0.301821144,0.018452142664564405,0.50303524,0.030753571107607337,1.00607048,0.06150714221521467
09190,2572.347,2025.0,15.7475099,5,15.7475099,0.472425297,0.0183655353262992,0.787375495,0.0306092255438321,1.57475099,0.0612184510876642,,,standard,0.472425297,0.018365535326299292,0.787375495,0.030609225543832146,1.57475099,0.06121845108766429
55133,779.962,2025.0,4.7219999999999995,6,4.7219999999999995,0.14166,0.0181624232975452,0.2360999999999999,0.0302707054959087,0.4721999999999999,0.0605414109918175,WI,Waukesha County,standard,0.14166,0.018162423297545267,0.2360999999999999,0.03027070549590876,0.4721999999999999,0.06054141099181754
51580,8.327,2025.0,0.05,1,0.05,0.0015,0.0180136904047075,0.0025,0.0300228173411792,0.005,0.0600456346823585,VA,Covington city,VA-consolidated,0.0015,0.01801369040470758,0.0025,0.030022817341179297,0.005,0.060045634682358594
27163,343.409,2025.0,1.95,1,1.95,0.0585,0.017035080618155,0.0975,0.0283918010302583,0.195,0.0567836020605167,MN,Washington County,standard,0.0585,0.017035080618155028,0.0975,0.02839180103025838,0.195,0.05678360206051676
05119,235.779,2025.0,1.29608,3,1.29608,0.0388824,0.0164910360973623,0.0648039999999999,0.0274850601622705,0.1296079999999999,0.0549701203245411,AR,Pulaski County,standard,0.0388824,0.01649103609736236,0.0648039999999999,0.02748506016227056,0.1296079999999999,0.054970120324541155
42095,635.59,2025.0,3.4730000000000003,3,3.4730000000000003,0.10419,0.0163926430560581,0.17365,0.0273210717600969,0.3473,0.0546421435201938,PA,Northampton County,standard,0.10419,0.01639264305605815,0.17365,0.027321071760096915,0.3473,0.05464214352019383
48041,346.311,2025.0,1.87157,2,1.87157,0.0561471,0.0162129126709807,0.0935785,0.0270215211183011,0.187157,0.0540430422366023,TX,Brazos County,TX-Chapter-312-abatement,0.014036775,0.004053228167745177,0.023394625,0.006755380279575294,0.04678925,0.013510760559150589
51161,115.208,2025.0,0.615,1,0.615,0.01845,0.0160145128810499,0.03075,0.0266908548017498,0.0615,0.0533817096034997,VA,Roanoke County,VA-consolidated,0.01845,0.01601451288104993,0.03075,0.02669085480174988,0.0615,0.05338170960349976
46099,261.145,2025.0,1.35,2,1.35,0.0405,0.0155086254762679,0.0675,0.0258477091271132,0.135,0.0516954182542265,SD,Minnehaha County,standard,0.0405,0.015508625476267975,0.0675,0.025847709127113292,0.135,0.051695418254226584
13045,78.30799999999999,2025.0,0.4,1,0.4,0.012,0.0153241048168769,0.02,0.0255401746947949,0.04,0.0510803493895898,GA,Carroll County,GA-IDA-leasehold,0.0024000000000000002,0.00306482096337539,0.004,0.0051080349389589835,0.008,0.010216069877917967
08059,806.97,2025.0,4.0920000000000005,2,4.0920000000000005,0.12276,0.0152124614297929,0.2046,0.0253541023829882,0.4092,0.0507082047659764,CO,Jefferson County,standard,0.12276,0.015212461429792929,0.2046,0.025354102382988214,0.4092,0.05070820476597643
12073,270.668,2025.0,1.366,4,1.366,0.04098,0.0151403195058152,0.0683,0.0252338658430254,0.1366,0.0504677316860508,FL,Leon County,standard,0.04098,0.015140319505815241,0.0683,0.025233865843025404,0.1366,0.05046773168605081
19113,392.706,2025.0,1.9433333,2,1.9433333,0.058299999,0.0148457112954729,0.097166665,0.0247428521591215,0.19433333,0.0494857043182431,IA,Linn County,standard,0.058299999,0.014845711295472947,0.097166665,0.024742852159121583,0.19433333,0.049485704318243166
25013,801.808,2025.0,3.917,3,3.917,0.11751,0.014655628280087,0.19585,0.0244260471334783,0.3917,0.0488520942669566,MA,Hampden County,standard,0.11751,0.014655628280087004,0.19585,0.02442604713347834,0.3917,0.04885209426695668
51085,145.842,2025.0,0.704,2,0.704,0.02112,0.0144814251038795,0.0352,0.0241357085064659,0.0704,0.0482714170129318,VA,Hanover County,VA-consolidated,0.02112,0.01448142510387954,0.0352,0.0241357085064659,0.0704,0.0482714170129318
34027,2046.137,2025.0,9.813,4,10.338,0.29439,0.0143875996573054,0.49065,0.0239793327621757,0.9813,0.0479586655243515,NJ,Morris County,standard,0.29439,0.014387599657305449,0.49065,0.02397933276217575,0.9813,0.0479586655243515
19013,188.841,2025.0,0.9,1,2.688,0.027,0.0142977425453159,0.045,0.0238295709088598,0.09,0.0476591418177196,IA,Black Hawk County,standard,0.027,0.0142977425453159,0.045,0.023829570908859832,0.09,0.047659141817719665
22071,422.87,2025.0,1.976,6,1.976,0.05928,0.0140184926809657,0.0988,0.0233641544682763,0.1976,0.0467283089365526,LA,Orleans Parish,standard,0.05928,0.01401849268096578,0.0988,0.0233641544682763,0.1976,0.0467283089365526
25009,1738.532,2025.0,7.995,2,7.995,0.23985,0.0137961222456647,0.39975,0.0229935370761078,0.7995,0.0459870741522157,MA,Essex County,standard,0.23985,0.013796122245664734,0.39975,0.022993537076107892,0.7995,0.045987074152215784
25005,978.76,2018.0,4.5,1,4.5,0.135,0.0137929625240099,0.225,0.0229882708733499,0.45,0.0459765417466999,MA,Bristol County,standard,0.135,0.013792962524009971,0.225,0.022988270873349953,0.45,0.045976541746699906
36119,4369.706,2025.0,19.3361524,5,19.743182800000003,0.5800845720000001,0.0132751396089347,0.96680762,0.0221252326815579,1.93361524,0.0442504653631159,NY,Westchester County,standard,0.5800845720000001,0.01327513960893479,0.96680762,0.022125232681557982,1.93361524,0.044250465363115964
39041,357.776,2025.0,1.575,1,1.575,0.04725,0.0132065873619247,0.07875,0.0220109789365413,0.1575,0.0440219578730826,OH,Delaware County,OH-categorical-no-TPP,0.00945,0.002641317472384956,0.01575,0.00440219578730826,0.0315,0.00880439157461652
27123,791.948,2025.0,3.45,2,3.45,0.1035,0.0130690398864571,0.1725,0.0217817331440953,0.345,0.0435634662881906,MN,Ramsey County,standard,0.1035,0.013069039886457192,0.1725,0.02178173314409532,0.345,0.04356346628819064
53073,226.832,2025.0,0.9829972,1,0.9829972,0.029489916,0.0130007741412146,0.04914986,0.0216679569020244,0.09829972,0.0433359138040488,WA,Whatcom County,standard,0.029489916,0.013000774141214646,0.04914986,0.021667956902024405,0.09829972,0.04333591380404881
36061,24746.625,2025.0,106.9700996,30,132.3860531,3.2091029879999997,0.0129678410207452,5.3485049799999995,0.0216130683679087,10.69700996,0.0432261367358175,NY,New York County,standard,3.2091029879999997,0.012967841020745252,5.3485049799999995,0.02161306836790875,10.69700996,0.04322613673581751
11001,2540.862,2025.0,10.71266,11,11.91266,0.3213798,0.0126484555241488,0.535633,0.0210807592069148,1.071266,0.0421615184138296,DC,District of Columbia,standard,0.3213798,0.01264845552414889,0.535633,0.02108075920691482,1.071266,0.04216151841382964
48323,48.044,2025.0,0.2,1,0.2,0.006,0.0124885521605195,0.01,0.0208142536008658,0.02,0.0416285072017317,TX,Maverick County,TX-Chapter-312-abatement,0.0015,0.003122138040129881,0.0025,0.005203563400216469,0.005,0.010407126800432938
06079,548.369,2025.0,2.25,2,2.25,0.0675,0.0123092297339929,0.1125,0.0205153828899883,0.225,0.0410307657799766,CA,San Luis Obispo County,standard,0.0675,0.012309229733992986,0.1125,0.02051538288998831,0.225,0.04103076577997662
30031,149.215,2025.0,0.6,2,0.6,0.018,0.0120631303823342,0.03,0.0201052173038903,0.06,0.0402104346077807,MT,Gallatin County,standard,0.018,0.012063130382334215,0.03,0.02010521730389036,0.06,0.04021043460778072
39151,380.451,2025.0,1.5,1,1.5,0.045,0.0118280672149632,0.075,0.0197134453582721,0.15,0.0394268907165443,OH,Stark County,OH-categorical-no-TPP,0.009,0.0023656134429926585,0.015,0.003942689071654431,0.03,0.007885378143308861
55059,318.729,2025.0,1.25,2,1.25,0.0375,0.011765481019926,0.0625,0.01960913503321,0.125,0.03921827006642,WI,Kenosha County,standard,0.0375,0.011765481019926019,0.0625,0.01960913503321003,0.125,0.03921827006642006
15003,1099.913,2025.0,4.2170000000000005,3,4.2170000000000005,0.12651,0.0115018187802126,0.21085,0.019169697967021,0.4217000000000001,0.038339395934042,HI,Honolulu County,standard,0.12651,0.011501818780212619,0.21085,0.01916969796702103,0.4217000000000001,0.038339395934042064
33009,338.08,2025.0,1.27,2,1.27,0.0381,0.0112695220066256,0.0635,0.0187825366777094,0.127,0.0375650733554188,NH,Grafton County,standard,0.0381,0.011269522006625652,0.0635,0.01878253667770942,0.127,0.03756507335541884
28105,45.129000000000005,2025.0,0.167,1,0.167,0.00501,0.0111015090075117,0.00835,0.0185025150125196,0.0167,0.0370050300250393,MS,Oktibbeha County,standard,0.00501,0.011101509007511797,0.00835,0.018502515012519663,0.0167,0.037005030025039326
27047,40.539,2025.0,0.15,1,0.15,0.0045,0.011100421816029,0.0075,0.018500703026715,0.015,0.03700140605343,MN,Freeborn County,standard,0.0045,0.011100421816029007,0.0075,0.018500703026715016,0.015,0.03700140605343003
26161,643.699,2025.0,2.344,3,2.344,0.07032,0.0109243606095395,0.1172,0.0182072676825659,0.2344,0.0364145353651318,MI,Washtenaw County,standard,0.07032,0.010924360609539552,0.1172,0.018207267682565923,0.2344,0.036414535365131846
34007,1393.39,2025.0,4.78712,2,4.78712,0.1436136,0.0103067769971077,0.239356,0.0171779616618462,0.478712,0.0343559233236925,NJ,Camden County,standard,0.1436136,0.010306776997107773,0.239356,0.017177961661846288,0.478712,0.034355923323692576
40037,40.203,2025.0,0.136,1,0.136,0.00408,0.0101484963808671,0.0068,0.0169141606347784,0.0136,0.0338283212695569,OK,Creek County,standard,0.00408,0.0101484963808671,0.0068,0.016914160634778495,0.0136,0.03382832126955699
06071,2298.506,2025.0,7.721500000000001,2,7.721500000000001,0.231645,0.0100780681016277,0.386075,0.0167967801693795,0.7721500000000001,0.0335935603387591,CA,San Bernardino County,standard,0.231645,0.010078068101627754,0.386075,0.01679678016937959,0.7721500000000001,0.03359356033875919
51710,269.931,2025.0,0.9,1,0.9,0.027,0.0100025562088089,0.045,0.0166709270146815,0.09,0.033341854029363,VA,Norfolk city,VA-consolidated,0.027,0.010002556208808919,0.045,0.016670927014681532,0.09,0.033341854029363065
26049,342.125,2025.0,1.118,1,1.118,0.03354,0.0098034344172451,0.0559,0.0163390573620752,0.1118,0.0326781147241505,MI,Genesee County,standard,0.03354,0.00980343441724516,0.0559,0.016339057362075266,0.1118,0.03267811472415053
27145,188.487,2025.0,0.6,1,0.6,0.018,0.0095497302201212,0.03,0.0159162170335354,0.06,0.0318324340670709,MN,Stearns County,standard,0.018,0.009549730220121282,0.03,0.01591621703353547,0.06,0.03183243406707094
42043,426.663,2025.0,1.347,2,1.347,0.04041,0.0094711751429113,0.06735,0.0157852919048523,0.1347,0.0315705838097046,PA,Dauphin County,standard,0.04041,0.009471175142911384,0.06735,0.015785291904852304,0.1347,0.03157058380970461
47063,38.199,2025.0,0.12,1,0.12,0.0036,0.0094243304798554,0.006,0.0157072174664258,0.012,0.0314144349328516,TN,Hamblen County,standard,0.0036,0.009424330479855494,0.006,0.015707217466425824,0.012,0.03141443493285165
12097,320.13300000000004,2025.0,1.0,1,1.0,0.03,0.0093711051344285,0.05,0.0156185085573808,0.1,0.0312370171147616,FL,Osceola County,standard,0.03,0.009371105134428502,0.05,0.015618508557380837,0.1,0.031237017114761675
12011,3067.2290000000003,2025.0,9.33468,8,9.33468,0.2800404,0.0091300779954806,0.466734,0.0152167966591343,0.933468,0.0304335933182687,FL,Broward County,standard,0.2800404,0.009130077995480611,0.466734,0.01521679665913435,0.933468,0.0304335933182687
40017,104.66,2025.0,0.29052,1,0.29052,0.0087156,0.0083275367857825,0.014526,0.0138792279763042,0.029052,0.0277584559526084,OK,Canadian County,standard,0.0087156,0.008327536785782534,0.014526,0.013879227976304224,0.029052,0.02775845595260845
18063,189.797,2025.0,0.5,1,0.5,0.015,0.0079031807668192,0.025,0.0131719679446988,0.05,0.0263439358893976,IN,Hendricks County,standard,0.015,0.007903180766819286,0.025,0.01317196794469881,0.05,0.02634393588939762
35013,116.141,2025.0,0.3,1,0.3,0.009,0.0077492014017444,0.015,0.012915335669574,0.03,0.0258306713391481,NM,Doña Ana County,standard,0.009,0.00774920140174443,0.015,0.012915335669574052,0.03,0.025830671339148105
06061,773.812,2025.0,1.98,2,1.98,0.0594,0.0076762831282016,0.099,0.0127938052136694,0.198,0.0255876104273389,CA,Placer County,standard,0.0594,0.007676283128201683,0.099,0.012793805213669471,0.198,0.025587610427338942
39099,235.706,2025.0,0.6,1,0.6,0.018,0.0076366320755517,0.03,0.0127277201259195,0.06,0.0254554402518391,OH,Mahoning County,OH-categorical-no-TPP,0.0036,0.0015273264151103494,0.006,0.0025455440251839156,0.012,0.005091088050367831
45051,410.394,2025.0,1.0,1,1.0,0.03,0.0073100483925203,0.05,0.0121834139875339,0.1,0.0243668279750678,SC,Horry County,SC-FILOT,0.015,0.0036550241962601793,0.025,0.006091706993766965,0.05,0.01218341398753393
06045,124.419,2025.0,0.3,1,0.3,0.009,0.0072336218744725,0.015,0.0120560364574542,0.03,0.0241120729149084,CA,Mendocino County,standard,0.009,0.007233621874472548,0.015,0.012056036457454247,0.03,0.024112072914908494
