county_fips,name,state,mw_latest,mw_peak,elec_total_mwh,population,dc_mwh,dc_mwh_low,dc_mwh_high,power_share,power_share_low,power_share_high,prop_tax_2017_M,dc_share_mid
45015,Berkeley County,SC,375.0104666,375.0104666,3079748.931703321,199081.0,3449346.2717867997,2439180.57790638,4467724.69488576,112.00089189994668,79.2006307006766,145.06782188945476,173.402,10.8133258728273
53017,Douglas County,WA,84.81,92.31,702917.6653869301,40101.0,780082.3799999999,551629.6830000001,1010392.4160000001,110.97777427041807,78.47714037693851,143.74264095977964,36.542,11.604455147501504
48003,Andrews County,TX,50.0,50.0,436355.8942213376,17215.0,459900.0,325215.00000000006,595680.0,105.39561997224216,74.52975983751412,136.5124220592851,85.457,2.9254478860713578
13313,Whitfield County,GA,359.94917499999997,359.94917499999997,3329298.731071232,103653.0,3310812.511649999,2341217.4189525,4288290.49128,99.44474134301295,70.32163852113061,128.80461735856917,89.806,20.040374529541456
48135,Ector County,TX,207.0,207.0,1963398.9951272856,153177.0,1903986.0,1346390.1000000003,2466115.2,96.97397241850814,68.5744519245165,125.60438332302009,250.919,4.12483709882472
48067,Cass County,TX,40.0,40.0,380173.04464584286,30346.0,367919.99999999994,260172.00000000006,476544.0,96.77698226678393,68.43515174579724,125.34923417412017,43.07,4.643603436266543
42121,Venango County,PA,90.0,90.0,864611.6530464144,53460.0,827820.0,585387.0000000001,1072224.0,95.74471927173536,67.70519434215574,124.01220781862867,49.152,9.1552734375
53051,Pend Oreille County,WA,100.0,100.0,971891.2448605592,13001.0,919800.0,650430.0000000001,1191360.0,94.64021873475843,66.92415467672205,122.58161664692521,9.476,52.76487969607429
56021,Laramie County,WY,232.2,232.2,2307689.1056148987,96459.0,2135775.5999999996,1510298.4600000002,2766337.92,92.55040441987563,65.4463574111978,119.87480953431512,81.937,14.169422849262238
48461,Upton County,TX,15.0,15.0,149114.64460628864,3475.0,137970.0,97564.5,178704.0,92.52612334910891,65.4291872254413,119.84335976646487,40.682,1.843567179588024
31081,Hamilton County,NE,15.15,15.15,163897.09054840723,9118.0,139349.69999999998,98540.14500000002,180491.04,85.02268071613075,60.12318136354962,110.12461502279794,23.615,3.207706965911497
48441,Taylor County,TX,200.1,200.1,2199490.8940442763,135234.0,1840519.7999999998,1301510.4300000002,2383911.36,83.67935529916086,59.17325839012091,108.38468876843694,164.143,6.0952949562271925
41067,Washington County,OR,527.98753,527.98753,5876402.98979812,564088.0,4856429.3009399995,3434189.2913790005,6290232.237408,82.64289071684036,58.44032986405141,107.04222035705037,948.158,2.7842803098217805
51047,Culpeper County,VA,46.10212,46.10212,561169.1613026932,48952.0,424047.29975999997,299862.01911600004,549242.2168320001,75.56496846256132,53.435227698525516,97.87462581817468,64.127,3.594595100347747
21157,Marshall County,KY,195.0,220.0,2378406.5214141672,31213.0,1793610.0,1268338.5000000002,2323152.0,75.41225538406044,53.32723773587132,97.67682602125925,22.619999999999997,43.10344827586207
06085,Santa Clara County,CA,1002.016259,1002.016259,12273697.607021851,1885056.0,9216545.550282,6517414.353413701,11937620.9032224,75.09184147578446,53.10065932930474,97.26181372101608,5046.661,0.992751701570603
