county_fips,year,n_dc_active,mw_total
38055,2024,1,2.0
38055,2025,1,2.0
38093,2022,1,100.0
38093,2023,3,138.0
38093,2024,3,138.0
38093,2025,3,138.0
38105,2022,1,90.0
38105,2023,1,210.0
38105,2024,1,360.0
38105,2025,1,480.0
39017,2018,4,11.785
39017,2019,4,11.785
39017,2020,4,11.785
39017,2021,4,11.785
39017,2022,4,11.785
39017,2023,5,13.285
39017,2024,5,13.285
39017,2025,5,13.285
39023,2018,1,4.00566
39023,2019,1,4.00566
39023,2020,1,4.00566
39023,2021,1,4.00566
39023,2022,1,4.00566
39023,2023,1,4.00566
39023,2024,1,4.00566
39023,2025,1,4.00566
39025,2018,1,0.25
39025,2019,1,0.25
39025,2020,1,0.25
39025,2021,1,0.25
39025,2022,1,0.25
39025,2023,1,0.25
39025,2024,1,0.25
39025,2025,1,0.25
39035,2018,18,42.0426
39035,2019,18,42.0426
39035,2020,18,42.0426
39035,2021,19,45.0426
39035,2022,18,46.4856
39035,2023,17,43.4856
39035,2024,17,44.2356
39035,2025,17,44.2356
39041,2018,1,1.575
39041,2019,1,1.575
39041,2020,1,1.575
39041,2021,1,1.575
39041,2022,1,1.575
39041,2023,1,1.575
39041,2024,1,1.575
39041,2025,1,1.575
39045,2024,2,100.0
39045,2025,2,100.0
39049,2018,22,110.17828
39049,2019,23,138.18828000000002
39049,2020,23,161.18828000000002
39049,2021,27,264.19428
39049,2022,30,321.64428000000004
39049,2023,30,321.64428000000004
39049,2024,33,455.24428
39049,2025,37,629.24428
39061,2018,10,37.70099999999999
39061,2019,10,37.70099999999999
39061,2020,10,37.70099999999999
39061,2021,8,35.598
39061,2022,9,36.598
39061,2023,9,36.598
39061,2024,9,36.598
39061,2025,8,36.573
39063,2024,1,30.0
39063,2025,1,90.0
39077,2022,1,3.0
39077,2023,1,3.0
39077,2024,1,3.0
39077,2025,1,3.0
39089,2018,2,72.0
39089,2019,2,96.0
39089,2020,6,225.0
39089,2021,10,391.0
39089,2022,11,491.0
39089,2023,13,577.0
39089,2024,18,744.5
39089,2025,18,782.0
39099,2018,1,0.6
39099,2019,1,0.6
39099,2020,1,0.6
39099,2021,1,0.6
39099,2022,1,0.6
39099,2023,1,0.6
39099,2024,1,0.6
39099,2025,1,0.6
39111,2022,1,100.0
39111,2023,1,100.0
39111,2024,1,100.0
39111,2025,1,100.0
39113,2018,4,5.73
39113,2019,4,5.73
39113,2020,4,5.73
39113,2021,4,5.73
39113,2022,4,5.73
39113,2023,4,5.73
39113,2024,4,5.73
39113,2025,4,5.73
39151,2018,1,1.5
39151,2019,1,1.5
39151,2020,1,1.5
39151,2021,1,1.5
39151,2022,1,1.5
39151,2023,1,1.5
39151,2024,1,1.5
39151,2025,1,1.5
39153,2018,3,5.063
39153,2019,3,5.063
39153,2020,3,5.813
39153,2021,3,5.813
39153,2022,4,55.813
39153,2023,4,89.063
39153,2024,5,92.3963333
39153,2025,5,92.3963333
39159,2023,1,22.5
39159,2024,3,67.5
39159,2025,4,90.0
39165,2018,2,14.905999999999999
39165,2019,2,14.905999999999999
39165,2020,2,14.905999999999999
39165,2021,2,15.355999999999998
39165,2022,2,15.355999999999998
39165,2023,2,15.355999999999998
39165,2024,2,15.355999999999998
39165,2025,2,15.355999999999998
40017,2018,1,0.29052
40017,2019,1,0.29052
40017,2020,1,0.29052
40017,2021,1,0.29052
40017,2022,1,0.29052
40017,2023,1,0.29052
40017,2024,1,0.29052
40017,2025,1,0.29052
40037,2018,1,0.136
40037,2019,1,0.136
40037,2020,1,0.136
40037,2021,1,0.136
40037,2022,1,0.136
40037,2023,1,0.136
40037,2024,1,0.136
40037,2025,1,0.136
40097,2018,6,190.275
40097,2019,7,212.275
40097,2020,7,212.275
40097,2021,9,246.775
40097,2022,9,246.775
40097,2023,11,301.775
40097,2024,12,329.775
40097,2025,12,329.775
40101,2024,1,200.0
40101,2025,1,200.0
40109,2018,8,12.53516
40109,2019,8,12.53516
40109,2020,8,12.53516
40109,2021,7,12.23516
40109,2022,7,12.23516
40109,2023,7,12.23516
40109,2024,7,12.23516
40109,2025,7,12.23516
40143,2018,10,11.045
40143,2019,10,11.045
40143,2020,9,5.045
40143,2021,9,5.045
40143,2022,9,5.045
40143,2023,9,5.045
40143,2024,9,5.045
40143,2025,9,5.045
41005,2018,1,0.15
41005,2019,1,0.15
41005,2020,1,0.15
41005,2021,1,0.15
41005,2022,1,0.15
41005,2023,1,0.15
41005,2024,1,0.15
41005,2025,1,0.15
41013,2018,6,153.94
41013,2019,6,153.94
41013,2020,9,252.14
41013,2021,11,313.34000000000003
41013,2022,12,348.94
41013,2023,14,404.04
41013,2024,14,404.04
41013,2025,14,404.04
41017,2018,3,9.15
41017,2019,3,9.15
41017,2020,3,9.15
41017,2021,3,9.15
41017,2022,3,9.15
41017,2023,3,9.15
41017,2024,3,9.15
41017,2025,3,9.15
41029,2018,2,0.31364
41029,2019,2,0.31364
41029,2020,2,0.31364
41029,2021,2,0.31364
41029,2022,2,0.31364
41029,2023,2,0.31364
41029,2024,2,0.31364
41029,2025,2,0.31364
41039,2018,2,0.6
41039,2019,2,0.6
41039,2020,2,0.6
41039,2021,2,0.6
41039,2022,2,0.6
41039,2023,2,0.6
41039,2024,2,0.6
41039,2025,2,0.6
41049,2018,6,174.25
41049,2019,7,233.1
41049,2020,9,317.7
41049,2021,13,504.2
41049,2022,15,604.2
41049,2023,17,704.2
41049,2024,23,1004.2
41049,2025,23,1004.2
41051,2018,9,10.3997048
41051,2019,9,10.3997048
41051,2020,9,10.3997048
41051,2021,9,10.3997048
41051,2022,9,11.1497048
41051,2023,7,10.0607048
41051,2024,7,10.0607048
41051,2025,7,10.0607048
41059,2018,4,71.3499
41059,2019,5,86.3499
41059,2020,7,170.9499
41059,2021,10,310.6398
41059,2022,12,403.0397
41059,2023,15,545.4396
41059,2024,18,695.4396
41059,2025,20,795.4396
41065,2018,4,127.93335
41065,2019,4,127.93335
41065,2020,4,142.59995
41065,2021,4,142.59995
41065,2022,4,142.59995
41065,2023,4,142.59995
41065,2024,4,142.59995
41065,2025,6,170.14655
41067,2018,12,52.89943
41067,2019,12,65.19943
41067,2020,14,80.263735
41067,2021,17,127.30128
41067,2022,19,178.02628
41067,2023,25,349.88752999999997
41067,2024,29,514.61253
41067,2025,29,527.98753
42003,2018,20,21.3402
42003,2019,21,26.3402
42003,2020,21,26.3402
42003,2021,21,26.3402
42003,2022,21,26.3402
42003,2023,21,26.3402
42003,2024,22,44.522018200000005
42003,2025,22,44.522018200000005
42007,2023,1,50.0
42007,2024,2,400.0
42007,2025,2,400.0
42011,2018,4,42.296
42011,2019,4,42.296
42011,2020,4,42.296
42011,2021,4,42.296
42011,2022,4,42.296
42011,2023,4,42.296
42011,2024,4,42.296
42011,2025,4,42.296
42017,2018,1,0.932
42017,2019,1,1.165
42017,2020,1,1.456
42017,2021,1,1.456
42017,2022,1,1.456
42017,2023,1,1.456
42017,2024,1,1.456
42017,2025,1,1.456
42019,2018,2,10.18
42019,2019,2,10.18
42019,2020,2,10.18
42019,2021,2,10.18
42019,2022,2,10.18
42019,2023,2,10.18
42019,2024,2,10.18
42019,2025,2,10.18
42027,2018,1,0.24
42027,2019,1,0.24
42027,2020,1,0.24
42027,2021,1,0.24
42027,2022,2,9.040000000000001
42027,2023,2,9.040000000000001
42027,2024,2,9.040000000000001
42027,2025,2,9.040000000000001
42029,2018,1,0.1
42029,2019,1,0.1
42029,2020,1,0.1
42029,2021,1,0.1
42029,2022,1,0.1
42029,2023,1,0.1
42029,2024,1,0.1
42029,2025,1,0.1
42041,2018,1,0.8
42041,2019,1,0.8
42041,2020,1,0.8
42041,2021,1,0.8
42041,2022,1,0.8
42041,2023,1,0.8
42041,2024,1,0.8
42041,2025,1,0.8
42043,2018,2,1.347
42043,2019,2,1.347
42043,2020,2,1.347
42043,2021,2,1.347
42043,2022,2,1.347
42043,2023,2,1.347
42043,2024,2,1.347
42043,2025,2,1.347
42071,2018,1,0.24
42071,2019,1,0.24
42071,2020,1,0.24
42071,2021,1,0.24
42071,2022,1,0.24
42071,2023,1,0.24
42071,2024,1,0.24
42071,2025,1,0.24
42077,2018,1,5.431
42077,2019,1,5.431
42077,2020,1,5.431
42077,2021,1,5.431
42077,2022,1,5.431
42077,2023,1,5.431
42077,2024,1,5.431
42077,2025,1,5.431
42079,2023,2,90.0
42079,2024,3,130.0
42079,2025,4,170.0
42085,2025,1,17.5
42091,2018,8,26.09
42091,2019,8,27.042
42091,2020,8,27.042
42091,2021,9,31.162
42091,2022,9,32.522
42091,2023,9,33.542
42091,2024,9,33.542
42091,2025,9,34.562
42095,2018,3,3.4730000000000003
42095,2019,3,3.4730000000000003
42095,2020,3,3.4730000000000003
42095,2021,3,3.4730000000000003
42095,2022,3,3.4730000000000003
42095,2023,3,3.4730000000000003
42095,2024,3,3.4730000000000003
42095,2025,3,3.4730000000000003
42101,2018,20,233.493
42101,2019,20,233.493
42101,2020,20,233.493
42101,2021,20,233.493
42101,2022,20,233.493
42101,2023,20,233.493
42101,2024,20,233.493
42101,2025,20,233.493
42121,2021,1,90.0
42121,2022,1,90.0
42121,2023,1,90.0
42121,2024,1,90.0
42121,2025,1,90.0
42125,2018,1,0.05
42125,2019,1,0.05
42125,2020,1,0.05
42125,2021,1,0.05
42125,2022,1,0.05
42125,2023,1,0.05
42125,2024,1,0.05
42125,2025,1,0.05
44007,2018,6,1.825
44007,2019,6,1.825
44007,2020,6,1.825
44007,2021,6,1.825
44007,2022,6,1.825
44007,2023,6,1.825
44007,2024,6,1.825
44007,2025,6,1.825
45007,2023,1,18.0
45007,2024,1,18.0
45007,2025,1,18.0
45015,2018,6,212.5238
45015,2019,8,293.81073330000004
45015,2020,8,293.81073330000004
45015,2021,9,334.3576666
45015,2022,10,375.01046660000003
45015,2023,10,375.01046660000003
45015,2024,10,375.01046660000003
45015,2025,10,375.01046660000003
45019,2018,1,0.25
45019,2019,1,0.25
45019,2020,1,0.25
45019,2021,1,0.25
45019,2022,1,0.25
45019,2023,1,0.25
45019,2024,1,0.25
45019,2025,1,0.25
45045,2018,2,1.0
45045,2019,2,1.0
45045,2020,2,1.0
45045,2021,2,1.0
45045,2022,4,18.0
45045,2023,4,20.5631635
45045,2024,5,60.5631635
45045,2025,5,60.5631635
45051,2023,1,1.0
45051,2024,1,1.0
45051,2025,1,1.0
45053,2018,1,1.5
45053,2019,1,1.5
45053,2020,1,1.5
45053,2021,1,1.5
45053,2022,1,1.5
45053,2023,1,1.5
45053,2024,1,1.5
45053,2025,1,1.5
45079,2018,3,0.85
45079,2019,3,0.85
45079,2020,3,0.85
45079,2021,3,0.85
45079,2022,3,0.85
45079,2023,3,0.85
45079,2024,3,0.85
45079,2025,3,0.85
45083,2018,2,1.1
45083,2019,2,1.1
45083,2020,2,1.1
45083,2021,2,1.1
45083,2022,3,19.1
45083,2023,5,95.1
45083,2024,5,95.1
45083,2025,5,95.1
45087,2023,1,9.0
45087,2024,1,9.0
45087,2025,1,9.0
45091,2018,2,0.9
45091,2019,2,0.9
45091,2020,2,0.9
45091,2021,2,0.9
45091,2022,2,0.9
45091,2023,2,0.9
45091,2024,2,0.9
45091,2025,3,72.9
46099,2018,2,1.35
46099,2019,2,1.35
46099,2020,2,1.35
46099,2021,2,1.35
46099,2022,2,1.35
46099,2023,2,1.35
46099,2024,2,1.35
46099,2025,2,1.35
46119,2023,1,30.0
46119,2024,1,30.0
46119,2025,1,30.0
46127,2023,1,6.0
46127,2024,1,6.0
46127,2025,1,6.0
47013,2024,1,20.0
47013,2025,1,20.0
47025,2024,1,20.0
47025,2025,1,20.0
47035,2024,2,40.0
47035,2025,2,40.0
47037,2018,10,10.861
47037,2019,10,10.861
47037,2020,10,10.861
47037,2021,9,11.7628182
47037,2022,9,11.7628182
47037,2023,9,11.7628182
47037,2024,10,14.2628182
47037,2025,10,14.2628182
47063,2018,1,0.12
47063,2019,1,0.12
47063,2020,1,0.12
47063,2021,1,0.12
47063,2022,1,0.12
47063,2023,1,0.12
47063,2024,1,0.12
47063,2025,1,0.12
47065,2018,7,4.025
47065,2019,7,4.025
47065,2020,7,4.025
47065,2021,7,4.025
47065,2022,7,4.025
47065,2023,7,4.025
47065,2024,7,4.025
47065,2025,7,4.025
47093,2018,7,4.002
47093,2019,6,3.8320000000000003
47093,2020,7,66.832
47093,2021,7,66.832
47093,2022,7,89.832
47093,2023,7,89.832
47093,2024,7,89.832
47093,2025,7,89.832
47105,2023,1,20.0
47105,2024,1,20.0
47105,2025,1,20.0
47107,2024,1,20.0
47107,2025,1,20.0
47113,2018,1,0.05
47113,2019,1,0.05
47113,2020,1,0.05
47113,2021,1,0.05
47113,2022,1,0.05
47113,2023,1,0.05
47113,2024,1,0.05
47113,2025,2,20.05
47121,2021,1,20.0
47121,2022,1,20.0
47121,2023,1,20.0
47121,2024,1,20.0
47121,2025,1,20.0
47125,2019,1,30.0
47125,2020,3,90.0
47125,2021,3,90.0
47125,2022,3,90.0
47125,2023,4,120.0
47125,2024,4,120.0
47125,2025,4,120.0
47149,2018,2,1.4
47149,2019,2,1.4
47149,2020,2,1.4
47149,2021,2,1.4
47149,2022,2,1.4
47149,2023,2,1.4
47149,2024,2,1.4
47149,2025,2,1.4
47151,2021,1,20.0
47151,2022,1,20.0
47151,2023,1,20.0
47151,2024,2,40.0
47151,2025,2,40.0
47157,2018,9,3.819
47157,2019,9,3.819
47157,2020,9,4.569
47157,2021,9,4.569
47157,2022,9,4.569
47157,2023,10,8.568999999999999
47157,2024,10,8.568999999999999
47157,2025,11,48.569
47165,2023,2,80.0
47165,2024,2,80.0
47165,2025,3,120.0
47173,2022,1,9.090909100000001
47173,2023,1,9.090909100000001
47173,2024,1,9.090909100000001
47173,2025,1,9.090909100000001
47177,2018,1,0.144
47177,2019,1,0.144
47177,2020,1,0.144
47177,2021,1,0.144
47177,2022,1,0.144
47177,2023,1,0.144
47177,2024,1,0.144
47177,2025,1,0.144
47179,2023,1,12.0
47179,2024,1,12.0
47179,2025,1,12.0
47187,2018,9,14.672
47187,2019,9,19.472
47187,2020,9,20.7024
47187,2021,9,20.7024
47187,2022,9,20.7024
47187,2023,9,20.7024
47187,2024,9,20.7024
47187,2025,9,20.7024
48003,2022,2,50.0
48003,2023,2,50.0
48003,2024,2,50.0
48003,2025,2,50.0
48027,2018,1,0.3
48027,2019,1,0.3
48027,2020,1,0.3
48027,2021,1,0.3
48027,2022,1,0.3
48027,2023,1,0.3
48027,2024,2,44.3
48027,2025,2,44.3
48029,2018,17,155.30821
48029,2019,17,155.30821
48029,2020,20,210.80821
48029,2021,20,211.80951000000002
48029,2022,22,268.70618
48029,2023,25,344.60415
48029,2024,26,361.50076
48029,2025,27,372.00076
48039,2025,2,34.0
48041,2018,2,1.87157
48041,2019,2,1.87157
48041,2020,2,1.87157
48041,2021,2,1.87157
48041,2022,2,1.87157
48041,2023,2,1.87157
48041,2024,2,1.87157
48041,2025,2,1.87157
48045,2025,1,50.0
48061,2018,1,0.15
48061,2019,1,0.15
48061,2020,1,0.15
48061,2021,1,0.15
48061,2022,1,0.15
48061,2023,1,0.15
48061,2024,1,0.15
48061,2025,1,0.15
48067,2022,1,40.0
48067,2023,1,40.0
48067,2024,1,40.0
48067,2025,1,40.0
48075,2023,1,20.0
48075,2024,1,20.0
48075,2025,1,45.0
48085,2018,19,66.8935992
48085,2019,20,84.3298472
48085,2020,21,95.4995272
48085,2021,21,99.5001872
48085,2022,21,106.6751872
48085,2023,21,121.5534597
48085,2024,23,173.4941197
48085,2025,24,220.06329
48103,2023,1,280.0
48103,2024,1,280.0
48103,2025,1,280.0
48109,2024,1,63.0
48109,2025,1,63.0
48113,2018,89,466.9957236
48113,2019,87,479.1823788
48113,2020,89,504.1811868
48113,2021,88,530.2469399
48113,2022,89,539.4069399
48113,2023,87,549.4929299
48113,2024,95,696.45589
48113,2025,96,733.29909
48121,2018,7,79.16731999999999
48121,2019,6,78.32831999999999
48121,2020,6,78.32831999999999
48121,2021,7,78.48621
48121,2022,8,203.48621
48121,2023,8,203.48621
48121,2024,9,223.48621
48121,2025,9,223.48621
48125,2022,1,180.0
48125,2023,1,180.0
48125,2024,1,180.0
48125,2025,1,180.0
48135,2022,1,143.0
48135,2023,1,207.0
48135,2024,1,207.0
48135,2025,1,207.0
48139,2019,2,82.5
48139,2020,2,82.5
48139,2021,2,82.5
48139,2022,3,97.5
48139,2023,5,127.5
48139,2024,6,142.5
48139,2025,9,217.5
48141,2018,4,2.3852
48141,2019,4,2.3852
48141,2020,4,2.3852
48141,2021,4,2.3852
48141,2022,4,2.3852
48141,2023,4,2.3852
48141,2024,4,2.3852
48141,2025,4,2.3852
48167,2024,1,30.0
48167,2025,1,50.0
48173,2022,1,40.0
48173,2023,2,172.0
48173,2024,1,200.0
48173,2025,1,200.0
48183,2018,1,0.1
48183,2019,1,0.1
48183,2020,1,0.1
48183,2021,1,0.1
48183,2022,1,0.1
48183,2023,1,0.1
48183,2024,1,0.1
48183,2025,1,0.1
48201,2018,34,162.17122999999998
48201,2019,34,165.17122999999998
48201,2020,34,169.22123
48201,2021,34,169.22123
48201,2022,35,202.79408
48201,2023,33,217.06803
48201,2024,33,217.06803
48201,2025,33,217.06803
48215,2018,4,0.6338
48215,2019,4,0.6338
48215,2020,5,1.1338
48215,2021,5,1.1338
48215,2022,5,1.1338
48215,2023,5,1.1338
48215,2024,5,1.1338
48215,2025,5,1.1338
48221,2022,1,18.0
48221,2023,5,387.7
48221,2024,5,386.1
48221,2025,4,320.7
48275,2025,1,166.0
48277,2025,1,20.0
48309,2018,2,3.65
48309,2019,2,3.65
48309,2020,2,3.65
48309,2021,2,3.65
48309,2022,2,3.65
48309,2023,2,3.65
48309,2024,2,3.65
48309,2025,2,3.65
48323,2023,1,0.2
48323,2024,1,0.2
48323,2025,1,0.2
48325,2022,1,13.23083
48325,2023,2,53.23083
48325,2024,2,53.23083
48325,2025,3,83.23083
48329,2022,1,23.0
48329,2023,1,23.0
48329,2024,1,23.0
48329,2025,1,23.0
48331,2019,1,563.0
48331,2020,1,563.0
48331,2021,2,863.0
48331,2022,2,863.0
48331,2023,2,1013.0
48331,2024,2,1192.0
48331,2025,2,1192.0
48337,2018,1,0.00375
48337,2019,1,0.00375
48337,2020,1,0.00375
48337,2021,1,0.00375
48337,2022,1,0.00375
48337,2023,1,0.00375
48337,2024,1,0.00375
48337,2025,1,0.00375
48339,2018,3,9.27907
48339,2019,3,9.27907
48339,2020,3,9.27907
48339,2021,3,9.27907
48339,2022,3,9.27907
48339,2023,3,9.27907
48339,2024,3,9.27907
48339,2025,3,9.27907
48347,2019,1,0.8
48347,2020,1,0.8
48347,2021,1,0.8
48347,2022,1,0.8
48347,2023,1,0.8
48347,2024,1,0.8
48347,2025,1,0.8
48349,2025,1,400.0
48355,2018,2,0.30736
48355,2019,2,0.30736
48355,2020,2,0.30736
48355,2021,2,0.30736
48355,2022,2,0.30736
48355,2023,5,320.30736
48355,2024,6,420.30736
48355,2025,6,420.30736
48371,2021,1,25.0
48371,2022,1,25.0
48371,2023,2,425.0
48371,2024,4,497.0
48371,2025,4,497.0
48375,2018,2,2.4909
48375,2019,2,2.4909
48375,2020,2,2.4909
48375,2021,2,2.4909
48375,2022,2,2.4909
48375,2023,2,2.4909
48375,2024,2,2.4909
48375,2025,2,2.4909
48381,2018,1,0.015
48381,2019,1,0.015
48381,2020,1,0.015
48381,2021,1,0.015
48381,2022,2,10.015
48381,2023,2,10.015
48381,2024,2,10.015
48381,2025,2,10.015
48389,2022,1,50.0
48389,2023,1,50.0
48389,2024,1,50.0
48389,2025,1,50.0
48439,2018,14,117.64233
48439,2019,14,123.11433
48439,2020,15,159.50173
48439,2021,15,159.50173
48439,2022,15,159.50173
48439,2023,16,191.70173
48439,2024,17,197.30173
48439,2025,17,200.30173
48441,2018,1,0.1
48441,2019,1,0.1
48441,2020,1,0.1
48441,2021,1,0.1
48441,2022,2,200.1
48441,2023,2,200.1
48441,2024,2,200.1
48441,2025,2,200.1
48453,2018,25,87.57517
48453,2019,25,87.57517
48453,2020,25,87.57517
48453,2021,24,89.95415
48453,2022,24,89.95415
48453,2023,24,91.45415
48453,2024,25,95.95415
48453,2025,26,110.71415
48461,2022,1,15.0
48461,2023,1,15.0
48461,2024,1,15.0
48461,2025,1,15.0
48475,2022,2,412.0
48475,2023,3,423.0
48475,2024,3,423.0
48475,2025,3,423.0
48479,2018,3,0.9
48479,2019,3,0.9
48479,2020,3,0.9
48479,2021,3,0.9
48479,2022,3,0.9
48479,2023,3,0.9
48479,2024,3,0.9
48479,2025,3,0.9
48485,2018,1,0.15
48485,2019,1,0.15
48485,2020,1,0.15
48485,2021,1,0.15
48485,2022,1,0.15
48485,2023,1,0.15
48485,2024,1,0.15
48485,2025,1,0.15
48491,2018,1,1.5
48491,2019,1,1.5
48491,2020,1,1.5
48491,2021,1,1.5
48491,2022,1,1.5
48491,2023,1,1.5
48491,2024,4,23.564999999999998
48491,2025,4,32.565
49035,2018,19,95.658
49035,2019,20,98.658
49035,2020,21,167.897
49035,2021,22,187.89679999999998
49035,2022,23,197.89679999999998
49035,2023,23,197.89679999999998
49035,2024,23,197.89679999999998
49035,2025,24,269.8968
49049,2018,5,8.916
49049,2019,5,8.916
49049,2020,5,8.916
49049,2021,7,78.916
49049,2022,10,183.916
49049,2023,10,183.916
49049,2024,10,183.916
49049,2025,10,183.916
49053,2018,1,2.0
49053,2019,1,2.0
49053,2020,1,2.0
49053,2021,1,2.0
49053,2022,1,2.0
49053,2023,1,2.0
49053,2024,1,2.0
49053,2025,1,2.0
49057,2018,1,1.5
49057,2019,1,1.5
49057,2020,1,1.5
49057,2021,1,1.5
49057,2022,1,1.5
49057,2023,1,1.5
49057,2024,1,1.5
49057,2025,1,1.5
50007,2018,2,1.79
50007,2019,2,1.79
50007,2020,2,1.79
50007,2021,2,1.79
50007,2022,2,1.79
50007,2023,2,1.79
50007,2024,2,1.79
50007,2025,2,1.79
51041,2021,1,4.5
51041,2022,1,4.5
51041,2023,1,8.3333333
51041,2024,1,25.0
51041,2025,1,25.0
51047,2018,6,36.72712
51047,2019,6,36.72712
51047,2020,7,46.10212
51047,2021,7,46.10212
51047,2022,7,46.10212
51047,2023,7,46.10212
51047,2024,7,46.10212
51047,2025,7,46.10212
51059,2018,42,159.6301989
51059,2019,42,168.2849416
51059,2020,41,170.8770614
51059,2021,41,172.3860614
51059,2022,43,204.0744914
51059,2023,45,261.75349140000003
51059,2024,47,354.89049140000003
51059,2025,47,402.8024914
51061,2018,1,5.625
51061,2019,1,5.625
51061,2020,1,5.625
51061,2021,2,14.979
51061,2022,4,27.439
51061,2023,4,30.564
51061,2024,4,32.127
51061,2025,4,33.689
51069,2018,1,6.09716
51069,2019,1,6.09716
51069,2020,1,6.09716
51069,2021,1,6.09716
51069,2022,1,6.09716
51069,2023,1,6.09716
51069,2024,1,6.09716
51069,2025,1,6.09716
51085,2018,2,0.704
51085,2019,2,0.704
51085,2020,2,0.704
51085,2021,2,0.704
51085,2022,2,0.704
51085,2023,2,0.704
51085,2024,2,0.704
51085,2025,2,0.704
51087,2018,7,29.3068432
51087,2019,7,29.3068432
51087,2020,9,99.3068432
51087,2021,10,138.3567862
51087,2022,10,138.3567862
51087,2023,12,210.35700179999998
51087,2024,15,316.3571096
51087,2025,15,316.3571096
51107,2018,108,1354.8689419
51107,2019,128,1817.0238791
51107,2020,135,2040.4803678
51107,2021,154,2524.4622097
51107,2022,162,2831.3015097
51107,2023,183,3504.6562363
51107,2024,204,4343.5154869
51107,2025,214,4740.8181038
51117,2018,10,93.255
51117,2019,12,117.051
51117,2020,13,121.993
51117,2021,14,141.93
51117,2022,15,161.86700000000002
51117,2023,18,207.741
51117,2024,21,296.11400000000003
51117,2025,22,316.082
51153,2018,19,228.60811999999999
51153,2019,26,332.24667
51153,2020,29,427.91123
51153,2021,34,553.52081
51153,2022,38,674.13247
51153,2023,43,843.42347
51153,2024,57,1425.6870325
51153,2025,66,1760.0950428
51161,2018,1,0.615
51161,2019,1,0.615
51161,2020,1,0.615
51161,2021,1,0.615
51161,2022,1,0.615
51161,2023,1,0.615
51161,2024,1,0.615
51161,2025,1,0.615
51169,2018,1,0.05
51169,2019,1,0.05
51169,2020,1,0.05
51169,2021,1,0.05
51169,2022,1,0.05
51169,2023,1,0.05
51169,2024,1,0.05
51169,2025,1,0.05
51193,2020,1,12.0
51193,2021,1,12.0
51193,2022,1,12.0
51193,2023,1,12.0
51193,2024,1,12.0
51193,2025,1,12.0
51540,2018,1,0.05
51540,2019,1,0.05
51540,2020,1,0.05
51540,2021,1,0.05
51540,2022,1,0.05
51540,2023,1,0.05
51540,2024,1,0.05
51540,2025,1,0.05
51580,2018,1,0.05
51580,2019,1,0.05
51580,2020,1,0.05
51580,2021,1,0.05
51580,2022,1,0.05
51580,2023,1,0.05
51580,2024,1,0.05
51580,2025,1,0.05
51660,2018,4,6.67
51660,2019,3,6.17
51660,2020,3,6.17
51660,2021,3,6.17
51660,2022,3,6.17
51660,2023,3,6.17
51660,2024,3,6.17
51660,2025,3,6.17
51680,2018,1,0.05
51680,2019,1,0.05
51680,2020,1,0.05
51680,2021,1,0.05
51680,2022,1,0.05
51680,2023,1,0.05
51680,2024,1,0.05
51680,2025,1,0.05
51683,2018,2,1.80015
51683,2019,2,1.80015
51683,2020,2,1.80015
51683,2021,2,1.80015
51683,2022,2,1.80015
51683,2023,2,1.80015
51683,2024,2,1.80015
51683,2025,2,1.80015
51710,2018,1,0.9
51710,2019,1,0.9
51710,2020,1,0.9
51710,2021,1,0.9
51710,2022,1,0.9
51710,2023,1,0.9
51710,2024,1,0.9
51710,2025,1,0.9
51760,2018,1,0.1744
51760,2019,1,0.1744
51760,2020,1,0.1744
51760,2021,1,0.1744
51760,2022,1,0.1744
51760,2023,1,0.1744
51760,2024,1,0.1744
51760,2025,1,0.1744
51810,2018,1,0.035
51810,2019,1,0.035
51810,2020,1,0.035
51810,2021,1,0.035
51810,2022,1,0.035
51810,2023,1,0.035
51810,2024,1,0.035
51810,2025,1,0.035
51820,2018,1,0.05
51820,2019,1,0.05
51820,2020,1,0.05
51820,2021,1,0.05
51820,2022,1,0.05
51820,2023,1,0.05
51820,2024,1,0.05
51820,2025,1,0.05
53007,2018,1,12.0
53007,2019,1,12.0
53007,2020,1,12.0
53007,2021,1,12.0
53007,2022,1,12.0
53007,2023,2,14.0
53007,2024,2,14.0
53007,2025,2,14.0
53017,2018,6,79.01
53017,2019,6,79.01
53017,2020,7,82.76
53017,2021,7,86.51
53017,2022,7,92.31
53017,2023,7,84.81
53017,2024,7,84.81
53017,2025,7,84.81
53025,2018,18,384.85809340000003
53025,2019,20,468.29129340000003
53025,2020,20,471.5221267
53025,2021,23,559.72186
53025,2022,23,608.75186
53025,2023,30,717.983385
53025,2024,30,730.029885
53025,2025,31,748.029885
53033,2018,49,197.5937553
53033,2019,49,198.7938353
53033,2020,49,201.3922753
53033,2021,45,199.2222571
53033,2022,45,202.9484741
53033,2023,44,202.7573441
53033,2024,42,195.2881941
53033,2025,42,195.2881941
53051,2024,1,100.0
53051,2025,1,100.0
53053,2018,3,11.63138
53053,2019,3,11.63138
53053,2020,3,11.63138
53053,2021,3,11.63138
53053,2022,3,11.63138
53053,2023,3,11.63138
53053,2024,4,23.63138
53053,2025,4,23.63138
53061,2018,6,8.8544
53061,2019,6,10.6619
53061,2020,6,10.6619
53061,2021,6,10.6619
53061,2022,6,10.6619
53061,2023,6,10.6619
53061,2024,6,10.6619
53061,2025,6,10.6619
53063,2018,5,5.35604
53063,2019,5,5.35604
53063,2020,5,5.35604
53063,2021,5,5.35604
53063,2022,5,5.35604
53063,2023,5,5.35604
